"","X","BeerID","Name","StyleID","Beer_Style","Page_Views","Recipe_Type","Rating","Yield","Description","Ingredients","Procedure"
"1980",1980,1980,"Sechs Hopfen-Weizenbock",171,"Weizenbock",3035,"all-grain","3-0","5.28 US gallons","0","6 lbs 0.1 oz - Wheat Malt, Pale (Weyermann) (2.0 SRM) (Grain) 4 lbs 8.1 oz - Munich I (Weyermann) (8.1 SRM) (Grain) 9.2 oz - Melanoidin (Weyermann) (35.5 SRM) (Grain) 5.5 oz - Caramel Wheat Malt (46.0 SRM) (Grain) 1.8 oz - Carafa Special II (Weyermann) (609.1 SRM) (Grain) 0.4 oz - Amarillo Gold [8.5%] - Mash Hop (Hops) 0.4 oz - Citra [12.0%] - Mash Hop (Hops) 0.4 oz - Citra [12.0%] - Boil 60 min (Hops) 0.4 oz - Amarillo Gold [8.5%] - Boil 20 min (Hops) 0.4 oz - Citra [12.0%] - Boil 20 min (Hops) 0.4 oz - Amarillo Gold [8.5%] - Boil 10 min (Hops) 0.4 oz - Citra [12.0%] - Boil 10 min (Hops) 0.7 oz - Citra [12.0%] - Boil 0 min (Hops) 0.4 oz - Nelson Sauvin [12.0%] - Boil 0 min (Hops) 1 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast) 0.4 oz - Amarillo Gold [8.5%] - Dry Hop 7 days (Hops) 0.4 oz - Citra [12.0%] - Dry Hop 7 days (Hops)","0"
"2651",2651,2651,"German - Schneider Tap 5 clone",171,"Weizenbock",4401,"all-grain","0-0","5.81 US gallons","0","8 lbs 13.1 oz - Wheat Malt, Pale (Weyermann) (2.0 SRM) (Grain) 7 lbs 11.5 oz - Pilsner (Weyermann) (1.7 SRM) (Grain) 2 lbs 3.3 oz - Melanoidin (Weyermann) (30.0 SRM) (Grain) 1.4 oz - Tradition [6.0%] - Boil 60 min (Hops) 1.4 oz - Tradition [6.0%] - Boil 30 min (Hops) 1.8 oz - Saphir [3.5%] - Boil 1 min (Hops) 1 pkgs - Safbrew Wheat (DCL/Fermentis #WB-06) (Yeast) 3.5 oz - Saphir [3.5%] - Dry Hop 10 days (Hops)","0"
"2652",2652,2652,"Lemongrass Weizenbock",171,"Weizenbock",2410,"partial mash","0-0","5.02 US gallons","0","5.02 gal - Welschap, The Netherlands (Water) 2 lbs 3.3 oz - Munich Malt (9.0 SRM) (Grain) 2 lbs 3.3 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 2 lbs 3.3 oz - Wheat Malt, Bel (2.0 SRM) (Grain) 1 lbs 1.6 oz - Biscuit Malt (23.0 SRM) (Grain) 1.1 oz - Hallertauer Hersbrucker [4.0%] - First Wort (Hops) 1.1 oz - Saaz [4.0%] - First Wort (Hops) 4 lbs 6.5 oz - Wheat Dry Extract (8.0 SRM) (Grain) 15.00 g - Ginger Root (Boil 12 min) (Misc) 60.00 g - Lemon Grass (Boil 0 min) (Misc) 1 pkgs - Weihenstephan Weizen (Wyeast Labs #3068) (Yeast)","0"
"2674",2674,2674,"Avy Clone - Adjusted",171,"Weizenbock",1333,"all-grain","0-0","10 US gallons","0","14 lbs 8.0 oz - White Wheat Malt (2.4 SRM) (Grain) 12 lbs - Munich Malt (9.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 1 lbs - Chocolate Wheat Malt (400.0 SRM) (Grain) 1.9 oz - Hallertauer [4.8%] - Boil 90 min (Hops) 0.5 oz - Hallertauer [4.8%] - Steep 0 min (Hops) 1 pkgs - Bavarian Lager (Wyeast Labs #2206) (Yeast) 1 pkgs - Bavarian Weizen Yeast (White Labs #WLP351) (Yeast)","0"
"2860",2860,2860,"LongShot Weizenbock",171,"Weizenbock",728,"all-grain","0-0","20 US gallons","0","1 lbs - Rice Hulls (0.0 SRM) (Grain) 30 lbs - Wheat Malt, Ger (2.0 SRM) (Grain) 20 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 2 lbs - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 2 lbs - Munich Malt (9.0 SRM) (Grain) 2 lbs - Special B Malt (180.0 SRM) (Grain) 1 lbs - Pale Chocolate Malt (200.0 SRM) (Grain) 5.0 oz - Hallertauer [4.2%] - Boil 90 min (Hops) 4 pkgs - German Wheat (Wyeast Labs #3333) (Yeast)","0"
"2941",2941,2941,"Mole St. Bock",171,"Weizenbock",998,"partial mash","0-0","5 US gallons","0","1 lbs - Melanoiden Malt (20.0 SRM) (Grain) 4.0 oz - Carafa I (337.0 SRM) (Grain) 2 lbs - DME Wheat Bavarian (Briess) (8.0 SRM) (Grain) 3 lbs - LME Munich Malt (8.0 SRM) (Grain) 3 lbs - LME Wheat Bavarian (Briess) (4.0 SRM) (Grain) 2.5 oz - Hallertauer [4.8%] - Boil 60 min (Hops) 0.5 oz - Hallertauer [4.8%] - Steep 20 min (Hops) 1 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast)","0"
"2969",2969,2969,"aventinus clone",171,"Weizenbock",2389,"all-grain","0-0","5.28 US gallons","0","5 lbs 1.1 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 2 lbs 10.3 oz - Munich Malt (9.0 SRM) (Grain) 2 lbs 3.3 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 1 lbs 1.6 oz - Caramunich Malt (56.0 SRM) (Grain) 8.8 oz - Carared (Weyermann) (24.0 SRM) (Grain) 5.3 oz - Havregryn (1.0 SRM) (Grain) 5.3 oz - coffie (253.8 SRM) (Grain) 2 lbs 3.3 oz - Wheat Dry Extract (8.0 SRM) (Grain) 1 lbs 1.6 oz - Light Dry Extract (8.0 SRM) (Grain) 1.6 oz - Hallertauer Mittelfrueh [4.0%] - Boil 90 min (Hops) 1.1 oz - Saaz [4.0%] - Boil 15 min (Hops) 1 pkgs - g&aelig;rkage efter Wit 400 ( #) (Yeast)","0"
"2979",2979,2979,"OAKBAY BREWERY Hopfenweizen",171,"Weizenbock",749,"all-grain","0-0","5 US gallons","0","5 lbs 11.7 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 5 lbs 11.7 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 3.5 oz - Caramunich Malt (56.0 SRM) (Grain) 0.4 oz - Amarillo [9.2%] - Boil 20 min (Hops) 0.4 oz - Calypso [13.0%] - Boil 20 min (Hops) 0.4 oz - Cascade [5.5%] - Boil 20 min (Hops) 0.9 oz - Amarillo [9.2%] - Boil 10 min (Hops) 0.9 oz - Calypso [13.0%] - Boil 10 min (Hops) 0.9 oz - Cascade [5.5%] - Boil 10 min (Hops) 0.9 oz - Amarillo [9.2%] - Boil 0 min (Hops) 0.9 oz - Calypso [13.0%] - Boil 0 min (Hops) 0.9 oz - Cascade [5.5%] - Boil 0 min (Hops) 1 pkgs - Weihenstephan Weizen (&aring;teranv&auml;nd) (Wyeast Labs #3068) (Yeast) 0.9 oz - Amarillo [9.2%] - Dry Hop 7 days (Hops) 0.9 oz - Cascade [5.5%] - Dry Hop 7 days (Hops) 0.9 oz - Nugget kottar [13.0%] - Dry Hop 7 days (Hops)","0"
"3002",3002,3002,"Kolping 2014 Bockfest (Dragon's Breath) Weizenbock",171,"Weizenbock",1613,"all-grain","0-0","12.5 US gallons","0","20 lbs - White Wheat (2.0 SRM) (Grain) 10 lbs - Vienna Malt (3.5 SRM) (Grain) 5 lbs - Munich Malt - 10L (9.0 SRM) (Grain) 3 lbs - Caramel Wheat Malt (46.0 SRM) (Grain) 10.0 oz - Carafa III (525.0 SRM) (Grain) 4.2 oz - Hallertau [4.1%] - Boil 60 min (Hops) 1 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast) 1 pkgs - Weihenstephan (Wyeast Labs #3068) (Yeast)","0"
"3140",3140,3140,"Aventinus Wheat Doppelbock",171,"Weizenbock",2765,"all-grain","0-0","11 US gallons","0","4 lbs - Rice Hulls (0.0 SRM) (Grain) 14 lbs - Wheat Malt, Ger (2.0 SRM) (Grain) 10 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 2 lbs - Munich Malt (9.0 SRM) (Grain) 1 lbs - Chocolate (Briess) (350.0 SRM) (Grain) 8.0 oz - Melanoiden Malt (20.0 SRM) (Grain) 1.6 oz - Carafa I (337.0 SRM) (Grain) 2.6 oz - Hallertauer Hersbrucker [4.0%] - Boil 60 min (Hops) 0.5 oz - Hallertauer Hersbrucker [4.0%] - Steep 10 min (Hops) 2 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast)","0"
"3211",3211,3211,"Weizenbock 2",171,"Weizenbock",1901,"all-grain","0-0","5.25 US gallons","0","9 lbs - Wheat Malt, Dark (Weyermann) (7.0 SRM) (Grain) 4 lbs 4.0 oz - Munich II (Weyermann) (8.5 SRM) (Grain) 2 lbs 4.0 oz - Pilsner (Weyermann) (1.7 SRM) (Grain) 8.0 oz - Fawcett Crystal I (43.0 SRM) (Grain) 6.0 oz - Special B (Dingemans) (147.5 SRM) (Grain) 3.0 oz - Melanoidin (Weyermann) (30.0 SRM) (Grain) 3.0 oz - Pale Chocolate Malt (200.0 SRM) (Grain) 1.6 oz - Tettnang [4.2%] - Boil 60 min (Hops) 1 pkgs - Weihenstephan Weizen (Wyeast Labs #3068) (Yeast)","0"
"3225",3225,3225,"Broa Mimosa",171,"Weizenbock",4058,"all-grain","0-0","11.1 US gallons","0","17 lbs 10.2 oz - Wheat Malt, Pale (Weyermann) (2.0 SRM) (Grain) 13 lbs 3.6 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 4 lbs 6.5 oz - Rye Malt (Weyermann) (3.0 SRM) (Grain) 14.1 oz - Chocolate Malt (450.0 SRM) (Grain) 1.4 oz - Hallertauer Hersbrucker [4.4%] - Boil 60 min (Hops) 2.1 oz - Hallertauer Hersbrucker [4.4%] - Boil 30 min (Hops) 2.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 2 pkgs - Safbrew Wheat (DCL/Fermentis #WB-06) (Yeast)","0"
"3753",3753,3753,"Trick or Treat Bock",171,"Weizenbock",2296,"all-grain","0-0","6 US gallons","0","10 lbs - Wheat Malt, Dark (9.0 SRM) (Grain) 5 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 2 lbs - Munich Malt (9.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 8.0 oz - Special B Malt (180.0 SRM) (Grain) 4.0 oz - Pale Chocolate (200.0 SRM) (Grain) 1.6 oz - Hallertauer [4.8%] - Boil 60 min (Hops) 1 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast)","0"
"3778",3778,3778,"HopZenWeisse 2014",171,"Weizenbock",1278,"all-grain","0-0","10 US gallons","0","11.00 gal - Distilled Water (Mash) (Water) 4.50 gal - Distilled Water (Sparge) (Water) 3.00 gal - Fullerton Groundwater (Mash) (Water) 11.00 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 10.00 g - Calcium Chloride (Mash 60 min) (Misc) 8.00 ml - Lactic Acid (Mash 60 min) (Misc) 1 lbs - Rice Hulls (0.0 SRM) (Grain) 16 lbs - Wheat Malt, Pale (Weyermann) (2.0 SRM) (Grain) 13 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 1 lbs 8.0 oz - Munich Malt (9.0 SRM) (Grain) 1 lbs 8.0 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 1 lbs - Wheat, Flaked (2.0 SRM) (Grain) 8.0 oz - Melanoiden Malt (30.0 SRM) (Grain) 1.0 oz - Santiam [7.2%] - First Wort (Hops) 1.0 oz - Sterling [6.7%] - First Wort (Hops) 0.2 oz - Hallertau Magnum [15.2%] - Boil 60 min (Hops) 0.5 oz - Hallertau Magnum [15.2%] - Boil 45 min (Hops) 1.0 oz - Santiam [7.2%] - Boil 25 min (Hops) 1.0 oz - Sterling [6.7%] - Boil 25 min (Hops) 12.00 tsp - Yeast Nutrient (Boil 10 min) (Misc) 3.0 oz - Santiam [7.2%] - Boil 0 min (Hops) 3.0 oz - Sterling [6.7%] - Boil 0 min (Hops) 3 pkgs - Bavarian Weizen Yeast (White Labs #WLP351) (Yeast) 3.0 oz - Santiam [7.2%] - Dry Hop 7 days (Hops) 3.0 oz - Sterling [6.7%] - Dry Hop 7 days (Hops)","0"
"3834",3834,3834,"MrCajuns Snowy Wheat",171,"Weizenbock",1382,"all-grain","0-0","8.45 US gallons","0","8 lbs 13.1 oz - Pale Malt (2 Row) Bel (3.2 SRM) (Grain) 8 lbs 13.1 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 2 lbs 3.3 oz - Corn Sugar (Dextrose) (0.0 SRM) (Grain) 1.4 oz - Goldings, East Kent [5.0%] - Boil 60 min (Hops) 42.00 g - Coriander Seed (Boil 5 min) (Misc) 42.00 g - Orange Peel, Bitter (Boil 5 min) (Misc) 1 pkgs - Weihenstephan Weizen (Wyeast Labs #3068) (Yeast)","0"
"4311",4311,4311,"Jamil's Trick or Treat Bock",171,"Weizenbock",3228,"all-grain","0-0","5 US gallons","0","9.19 gal - The brewer&#39;s water (Water) 9 lbs 16.0 oz - German Dark Wheat Malt (6.5 SRM) (Grain) 4 lbs 16.0 oz - Gambrinus Pilsner Malt (1.6 SRM) (Grain) 1 lbs 16.0 oz - US Munich 10L Malt (10.0 SRM) (Grain) 8.0 oz - Belgian Special B (147.0 SRM) (Grain) 8.0 oz - US Caramel 40L Malt (40.0 SRM) (Grain) 4.0 oz - UK Pale Chocolate Malt (200.0 SRM) (Grain) 1.6 oz - German Hallertauer Hersbrucker [4.0%] - Boil 60 min (Hops) 4 pkgs - Wyeast 3068-Weihenstephen Weizen ( #) (Yeast)","0"
"124",124,124,"Thats What She Said",4,"American Amber Ale",4032,"partial mash","5-0","5 US gallons","0","6.00 gal - Poland Spring (R) (Water) 1.00 tsp - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 2 lbs 4.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 2 lbs 0.0 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 8.0 oz - Honey Malt (25.0 SRM) (Grain) 8.0 oz - White Wheat Malt (2.4 SRM) (Grain) 3 lbs - Light Dry Extract (8.0 SRM) (Grain) 1.0 oz - Sterling [7.5%] - Boil 60 min (Hops) 0.5 oz - Willamette [5.5%] - Boil 15 min (Hops) 0.50 tsp - Irish Moss (Boil 10 min) (Misc) 1.0 oz - Tettnang [4.5%] - Boil 5 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast)","0"
"177",177,177,"Hoppy",4,"American Amber Ale",4279,"all-grain","5-0","6.6 US gallons","0","4 lbs 12.2 oz - Pale Malt (2 Row) Bel (3.0 SRM) (Grain) 4 lbs 12.2 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 1 lbs 1.4 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 1 lbs 1.0 oz - Caramel/Crystal Malt -120L (120.0 SRM) (Grain) 6.8 oz - Special B Malt (180.0 SRM) (Grain) 6.0 oz - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 1.5 oz - Chocolate Malt (350.0 SRM) (Grain) 0.1 oz - Chinook [12.0%] - Boil 60 min (Hops) 0.6 oz - Chinook [12.0%] - Boil 15 min (Hops) 0.7 oz - Simcoe [11.0%] - Boil 10 min (Hops) 0.8 oz - Nelson Sauvin [12.2%] - Boil 0 min (Hops) 0 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 4.4 oz - Nelson Sauvin [12.2%] - Dry Hop 4 days (Hops)","0"
"203",203,203,"Barley's Bark Brown Ale",4,"American Amber Ale",8691,"partial mash","5-0","5 US gallons","This is a hearty brown ale that is richer in malt and hop flavor than the milder British style nut brown ale. I named this one after my dog Barley, who is a Chocolate Lab with a rich chocolate brown coat the same color as this beer. Barley happens to like stealing a few slurps of the wort when I am brewing if given a chance! This is a full bodied, creamy brown ale with flavors of toasty malts, nuttiness, and hints of coffee. This beer goes great with harvest season salads such as spicy green and cranberry salad with roasted nuts, earthy, and nutty cheese such as Camembert, a rich mushroom gravy, or hearty beef stew. The recipe is great for a quick brew, because this beer will taste good in as little","8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 8.0 oz - Chocolate Malt (350.0 SRM) (Grain) 8.0 oz - Vienna Malt (3.5 SRM) (Grain) 7 lbs - Pale Liquid Extract (8.0 SRM) (Grain) 0.5 oz - Bravo [12.0%] - Boil 60 min (Hops) 0.5 oz - Goldings, East Kent [7.0%] - Boil 20 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast)","0"
"212",212,212,"African Amber",4,"American Amber Ale",14033,"all-grain","5-0","5.75 US gallons","0","10 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1 lbs - Victory Malt (25.0 SRM) (Grain) 1.0 oz - Cascade [5.5%] - Boil 60 min (Hops) 1.0 oz - Cascade [5.5%] - Boil 30 min (Hops) 0.25 tsp - Irish Moss (Boil 10 min) (Misc) 1.0 oz - Cascade [5.5%] - Boil 10 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast)","0"
"256",256,256,"Bri's Summer Citra Lust Amber",4,"American Amber Ale",5777,"all-grain","5-0","5 US gallons","0","3 lbs - Amber Malt -TF (22.0 SRM) (Grain) 3 lbs - Munich Malt (9.0 SRM) (Grain) 2 lbs - Pale Malt (2 Row) Can (2.0 SRM) (Grain) 2 lbs - Vienna Malt (3.5 SRM) (Grain) 1.5 oz - US Hallertau Pellets [4.6%] - Boil 60 min (Hops) 0.5 oz - Citra [12.0%] - Boil 15 min (Hops) 0.5 oz - Citra [12.0%] - Boil 10 min (Hops) 1 pkgs - Kolsch Yeast (Wyeast Labs #2565) (Yeast) 2.0 oz - Citra [12.0%] - Dry Hop 5 days (Hops)","0"
"405",405,405,"Smash Ale",4,"American Amber Ale",2823,"extract","5-0","5 US gallons","Single Malt, Single Hop","10 lbs. Amber Malt extract 2.5 oz. Williamette Nottingham Ale yeast","20 min boil<br/> <br/> Boil Amber DME for 5 min<br/> <br/> 2oz Williamette (last 15 min)<br/> <br/> Cool to 80-86<br/> <br/> Pitch 1 pack rehydrated Nottingham Ale yeast<br/> <br/> 0.5 oz williamette dry hop in secondary 7 days<br/> <br/> <br/>"
"539",539,539,"Walt's Mac& Jack",4,"American Amber Ale",3651,"all-grain","4-5","5.5 US gallons","0","10 lbs - Pale Malt (2 Row) UK (3.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 80L (80.0 SRM) (Grain) 1 lbs - Munich Malt (9.0 SRM) (Grain) 12.0 oz - Brown Malt (65.0 SRM) (Grain) 0.5 oz - Galena Pellet Type 90 [13.0%] - Boil 60 min (Hops) 1.00 oz - Orange Peel, Sweet (Boil 30 min) (Misc) 1.0 oz - Goldings U S Whole Leaf [4.4%] - Boil 25 min (Hops) 1 pkgs - London ESB Ale (Wyeast Labs #1968) (Yeast) 1.0 oz - Cascade Pellet Type 90 [4.7%] - Dry Hop 10 days (Hops)","0"
"649",649,649,"Caramel Amber Ale",4,"American Amber Ale",9779,"all-grain","4-5","6.08 US gallons","0","7 lbs 11.5 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 8.7 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 1 lbs 1.6 oz - Candi Sugar, Amber (75.0 SRM) (Grain) 1.0 oz - Target [11.0%] - Boil 60 min (Hops) 2.0 oz - Sterling [7.5%] - Boil 0 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast)","0"
"811",811,811,"Amber Ale",4,"American Amber Ale",32200,"all-grain","4-0","5 US gallons","0","10 lbs american 2-row pale malt 1 lb Vienna Malt 1/2 lb Cara-pils malt 1 lb light Crystal malt 1/2 lb crystal malt (60L) 1/2 cup chocolate malt 1 ounce Cascade hops (boil) 1/2 ounce Fuggles hops (flavor) 1/2 ounce Cascade hops (finishing) 1000 ml Yeast starter- Wyeast Chico Ale","Mash grains in 4.3 gallons of water at 75 degC, to bring temp to 67 degC. Hols at 64-67degC for 1 hour and 20 minutes. Sparge with 4 gallons of 77 degC water. (Mash pH was between 5.0 and 5.5). Collect wort, boil for one hour etc etc. Chill with wort chiller. Pour into fermenter, allowing pelletized hops and cold break to settle for a few hours. Rack wort to another clean fermenter. Aerate, pitch yeast."
"951",951,951,"Lancaster Dark Ale",4,"American Amber Ale",1184,"extract","4-0","5 US gallons","Amber ale made with sorghum, cane sugar and molasses","7 lbs Sorghum Syrup (prior to boil) 1 lb Cane Sugar (prior to boil) 2 lbs Molasses (prior to boil) 1 oz Northern Brewer Hops (60 min) 6 oz Malto-dextrin (15 min) 0.5 oz Cascade Hops (10 min) 1 pkg Windsor or Nottingham Ale Yeast","Bring waterto boil, and primary fermentable sugars, return to boil and achieve hot break.<br/> <br/> Add hops and other ingredients according to schedule.<br/> <br/> Chill wort until appropriate temperature to pitch yeast.<br/>"
"986",986,986,"High Gravity Amber Ale",4,"American Amber Ale",1956,"partial mash","4-0","5 US gallons","Amber ale made with malted oats, sprouted quinoa and germinated rice","5 lbs Malted Oats (mash/sparge) 3 lbs Sprouted Quinoa (mash/sparge) 3 lbs Germinated Rice (mash/sparge) 1 lb Buckwheat, roasted (mash/sparge) 1 lb Dark Belgian Syrup (prior to boil) 1 oz Cascade Hops (60 min) 1 oz Amarillo Hops (15 min) 0.5 oz Amarillo Hops (5 min) 1 pkg Ale Yeast Dry Hopping: 0.5 oz Amarillo Hops","Mash/sparge oats, quinoa, rice and buckwheat.<br/> <br/> Bring wort to boil, and additional fermentable sugars, return to boil and achieve hot break.<br/> <br/> Add hops according to schedule.<br/> <br/> Chill wort until appropriate temperature to pitch yeast.<br/> <br/> Dry hop after racking to secondary.<br/>"
"988",988,988,"Overlook Amber Ale",4,"American Amber Ale",1042,"partial mash","4-0","5 US gallons","Amber ale made from sorghum malt and syrup","5 lbs White Sorghum Malt (mash/sparge) 1 lb White Sorghum Malt, roasted (mash/sparge) 1 tsp Amylase Enzymes (mash/sparge) 4 lbs BriesSweet White Sorghum Syrup (prior to boil) 0.58 oz Centennial Hops (60 min) 0.50 oz Cascade Hops (30 min) 0.50 oz Amarillo Hops (flameout) 1 pkg Safale S-04 Yeast","Malt 6 lbs of white sorghum. Toast 1 lb of this malt. Perform a triple decoction mash, then heat mash to 180 degrees and stir in amylase enzymes. <br/> <br/> Bring wort to boil, and primary fermentable sugars, return to boil and achieve hot break.<br/> <br/> Add hops according to schedule.<br/> <br/> Chill wort until appropriate temperature to pitch yeast.<br/>"
"991",991,991,"Quinoa-Rice-Oat - American Amber Ale",4,"American Amber Ale",787,"all-grain","4-0","6 US gallons","All grain amber ale made from quinoa, rice and oats","5 lbs Malted Oaks (mash/sparge) 2.5 lbs Sprouted Quinoa (mash/sparge) 2.5 Flaked Rice (mash/sparge) 1 lb Malted Buckwheat - Roasted (mash/sparge) 1 lb Amber Candi Sugar (prior to boil) 1 lb Dark Candi Sugar (prior to boil) 1 oz Cascade Hops (60 min) 1 oz Amarillo Hops (15 min) 0.5 oz Amarillo Hops (5 min) 1 pkg Ale Yeast","Mash Profile: Single Infusion; 5 gal mash/sparge; 60 min add 13.75 qt of water at 165.9 F; Step Temp 154 F; 10 min add 7.7 qt of water at 196.6 F; Step Temp 168 F.<br/> <br/> Bring wort to boil, and Belgian candi sugar, return to boil and achieve hot break.<br/> <br/> Add hops according to schedule.<br/> <br/> Chill wort until appropriate temperature to pitch yeast."
"1026",1026,1026,"Revolutionary Rye Ale",4,"American Amber Ale",2336,"all-grain","4-0","5.5 US gallons","0","10 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 8.0 oz - Munich Malt (9.0 SRM) (Grain) 1 lbs 8.0 oz - Rye Malt (4.7 SRM) (Grain) 1 lbs - Special B Malt (180.0 SRM) (Grain) 1.0 oz - Tettnanger U S Whole Leaf [5.3%] - Boil 60 min (Hops) 1.0 oz - Cascade Whole Leaf [5.3%] - Boil 45 min (Hops) 1.0 oz - Cascade Pellet Type 90 [5.3%] - Boil 5 min (Hops) 1 pkgs - European Ale Yeast (Wyeast Labs #1338) (Yeast)","0"
"1036",1036,1036,"Pacific Amber PLUS -DRYHOP",4,"American Amber Ale",4352,"extract","4-0","6 US gallons","0","1 lbs - Caramel/Crystal Malt - 10L (10.0 SRM) (Grain) 8.0 oz - Honey Malt (25.0 SRM) (Grain) 6 lbs - Pale Liquid Extract (8.0 SRM) (Grain) 1 lbs - Brown Sugar, Dark (50.0 SRM) (Grain) 1.0 oz - Centennial [11.1%] - Boil 60 min (Hops) 1.0 oz - Chinook [13.0%] - Boil 5 min (Hops) 0.5 oz - Centennial [11.1%] - Boil 5 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 2 lbs - Brown Sugar, Dark (50.0 SRM) (Grain) 1.0 oz - Chinook [13.0%] - Dry Hop 7 days (Hops)","0"
"1041",1041,1041,"Evil Twin - Clone Evil Dead Red - ***",4,"American Amber Ale",5951,"all-grain","4-0","6.87 US gallons","Tr&egrave;s &eacute;quilibr&eacute;e, aromatique &agrave; souhait, belle couleur","13 lbs 3.6 oz - Pale Malt, Maris Otter (2.5 SRM) (Grain) 1 lbs 1.6 oz - Munich Malt - 10L (10.2 SRM) (Grain) 1 lbs 1.6 oz - Pale Crystal Malt (25.4 SRM) (Grain) 8.5 oz - Biscuit Malt (27.9 SRM) (Grain) 8.5 oz - Caramel/Crystal Malt -120L (71.1 SRM) (Grain) 3.9 oz - Pale Chocolate Malt (266.5 SRM) (Grain) 0.5 oz - Centennial [8.6%] - Boil 20 min (Hops) 0.3 oz - Amarillo Gold [11.2%] - Boil 20 min (Hops) 0.30 tsp - Irish Moss (Boil 10 min) (Misc) 1.0 oz - Centennial [8.6%] - Boil 10 min (Hops) 0.6 oz - Amarillo Gold [11.2%] - Boil 10 min (Hops) 1.0 oz - Centennial [8.6%] - Boil 0 min (Hops) 0.6 oz - Amarillo Gold [11.2%] - Boil 0 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 2.1 oz - Amarillo Gold [11.2%] - Dry Hop 5 days (Hops) 1.0 oz - Centennial [8.6%] - Dry Hop 5 days (Hops)","0"
